block_id,folder,field_path,type,required,status,selectors,reference_ids
faq,faq,style.density,enum,False,style_class_mapped,.igp-density--compact | .igp-density--comfortable | .igp-density--spacious,06-interactive-utility.html#faq:default; 06-interactive-utility.html#faq:accordion; 06-interactive-utility.html#faq:grouped; 06-interactive-utility.html#faq:compact
faq,faq,style.theme,enum,False,style_class_mapped,.igp-theme--default | .igp-theme--brand | .igp-theme--neutral | .igp-theme--light | .igp-theme--dark | .igp-theme--accent | .igp-theme--muted,06-interactive-utility.html#faq:default; 06-interactive-utility.html#faq:accordion; 06-interactive-utility.html#faq:grouped; 06-interactive-utility.html#faq:compact
faq,faq,style.container,enum,False,style_class_mapped,.igp-container--narrow | .igp-container--default | .igp-container--wide | .igp-container--full,06-interactive-utility.html#faq:default; 06-interactive-utility.html#faq:accordion; 06-interactive-utility.html#faq:grouped; 06-interactive-utility.html#faq:compact
faq,faq,style.surface,enum,False,style_class_mapped,.igp-surface--default | .igp-surface--flat | .igp-surface--elevated | .igp-surface--card | .igp-surface--tinted | .igp-surface--transparent,06-interactive-utility.html#faq:default; 06-interactive-utility.html#faq:accordion; 06-interactive-utility.html#faq:grouped; 06-interactive-utility.html#faq:compact
faq,faq,style.media_position,enum,False,style_class_mapped,.igp-media-position--auto | .igp-media-position--left | .igp-media-position--right | .igp-media-position--top | .igp-media-position--bottom | .igp-media-position--background | .igp-media-position--none,06-interactive-utility.html#faq:default; 06-interactive-utility.html#faq:accordion; 06-interactive-utility.html#faq:grouped; 06-interactive-utility.html#faq:compact
faq,faq,items,repeater,False,field_class_mapped,.igp-pro-faq__items,06-interactive-utility.html#faq:default; 06-interactive-utility.html#faq:accordion; 06-interactive-utility.html#faq:grouped; 06-interactive-utility.html#faq:compact
faq,faq,items[].question,string,False,field_class_mapped,.igp-pro-faq__question,06-interactive-utility.html#faq:default; 06-interactive-utility.html#faq:accordion; 06-interactive-utility.html#faq:grouped; 06-interactive-utility.html#faq:compact
faq,faq,items[].answer,text,False,field_class_mapped,.igp-pro-faq__answer,06-interactive-utility.html#faq:default; 06-interactive-utility.html#faq:accordion; 06-interactive-utility.html#faq:grouped; 06-interactive-utility.html#faq:compact
featured_listings,featured-listings,heading,object,False,semantic_heading_mapped,.igp-block__header | .igp-block__heading,02-listing-card-systems.html#featured-listings:default; 02-listing-card-systems.html#featured-listings:grid; 02-listing-card-systems.html#featured-listings:carousel-safe; 02-listing-card-systems.html#featured-listings:list; 02-listing-card-systems.html#featured-listings:featured
featured_listings,featured-listings,heading.text,string,False,field_class_mapped,.igp-block__heading | .igp-pro-block-title,02-listing-card-systems.html#featured-listings:default; 02-listing-card-systems.html#featured-listings:grid; 02-listing-card-systems.html#featured-listings:carousel-safe; 02-listing-card-systems.html#featured-listings:list; 02-listing-card-systems.html#featured-listings:featured
featured_listings,featured-listings,heading.level,enum,False,semantic_heading_mapped,.igp-block__heading--h2 | .igp-block__heading--h3 | .igp-block__heading--h4,02-listing-card-systems.html#featured-listings:default; 02-listing-card-systems.html#featured-listings:grid; 02-listing-card-systems.html#featured-listings:carousel-safe; 02-listing-card-systems.html#featured-listings:list; 02-listing-card-systems.html#featured-listings:featured
featured_listings,featured-listings,heading.eyebrow,string,False,field_class_mapped,.igp-block__eyebrow | .igp-pro-block-eyebrow,02-listing-card-systems.html#featured-listings:default; 02-listing-card-systems.html#featured-listings:grid; 02-listing-card-systems.html#featured-listings:carousel-safe; 02-listing-card-systems.html#featured-listings:list; 02-listing-card-systems.html#featured-listings:featured
featured_listings,featured-listings,heading.visible,boolean,False,semantic_heading_mapped,.igp-block__header | .igp-block__heading,02-listing-card-systems.html#featured-listings:default; 02-listing-card-systems.html#featured-listings:grid; 02-listing-card-systems.html#featured-listings:carousel-safe; 02-listing-card-systems.html#featured-listings:list; 02-listing-card-systems.html#featured-listings:featured
featured_listings,featured-listings,style,object,False,style_object_mapped,.igp-block--featured-listings,02-listing-card-systems.html#featured-listings:default; 02-listing-card-systems.html#featured-listings:grid; 02-listing-card-systems.html#featured-listings:carousel-safe; 02-listing-card-systems.html#featured-listings:list; 02-listing-card-systems.html#featured-listings:featured
featured_listings,featured-listings,style.variant,enum,False,style_class_mapped,.igp-variant--<schema variant>,02-listing-card-systems.html#featured-listings:default; 02-listing-card-systems.html#featured-listings:grid; 02-listing-card-systems.html#featured-listings:carousel-safe; 02-listing-card-systems.html#featured-listings:list; 02-listing-card-systems.html#featured-listings:featured
featured_listings,featured-listings,style.density,enum,False,style_class_mapped,.igp-density--compact | .igp-density--comfortable | .igp-density--spacious,02-listing-card-systems.html#featured-listings:default; 02-listing-card-systems.html#featured-listings:grid; 02-listing-card-systems.html#featured-listings:carousel-safe; 02-listing-card-systems.html#featured-listings:list; 02-listing-card-systems.html#featured-listings:featured
featured_listings,featured-listings,style.theme,enum,False,style_class_mapped,.igp-theme--default | .igp-theme--brand | .igp-theme--neutral | .igp-theme--light | .igp-theme--dark | .igp-theme--accent | .igp-theme--muted,02-listing-card-systems.html#featured-listings:default; 02-listing-card-systems.html#featured-listings:grid; 02-listing-card-systems.html#featured-listings:carousel-safe; 02-listing-card-systems.html#featured-listings:list; 02-listing-card-systems.html#featured-listings:featured
featured_listings,featured-listings,style.container,enum,False,style_class_mapped,.igp-container--narrow | .igp-container--default | .igp-container--wide | .igp-container--full,02-listing-card-systems.html#featured-listings:default; 02-listing-card-systems.html#featured-listings:grid; 02-listing-card-systems.html#featured-listings:carousel-safe; 02-listing-card-systems.html#featured-listings:list; 02-listing-card-systems.html#featured-listings:featured
featured_listings,featured-listings,style.surface,enum,False,style_class_mapped,.igp-surface--default | .igp-surface--flat | .igp-surface--elevated | .igp-surface--card | .igp-surface--tinted | .igp-surface--transparent,02-listing-card-systems.html#featured-listings:default; 02-listing-card-systems.html#featured-listings:grid; 02-listing-card-systems.html#featured-listings:carousel-safe; 02-listing-card-systems.html#featured-listings:list; 02-listing-card-systems.html#featured-listings:featured
featured_listings,featured-listings,style.media_position,enum,False,style_class_mapped,.igp-media-position--auto | .igp-media-position--left | .igp-media-position--right | .igp-media-position--top | .igp-media-position--bottom | .igp-media-position--background | .igp-media-position--none,02-listing-card-systems.html#featured-listings:default; 02-listing-card-systems.html#featured-listings:grid; 02-listing-card-systems.html#featured-listings:carousel-safe; 02-listing-card-systems.html#featured-listings:list; 02-listing-card-systems.html#featured-listings:featured
featured_listings,featured-listings,description,text,False,field_class_mapped,.igp-pro-block-description,02-listing-card-systems.html#featured-listings:default; 02-listing-card-systems.html#featured-listings:grid; 02-listing-card-systems.html#featured-listings:carousel-safe; 02-listing-card-systems.html#featured-listings:list; 02-listing-card-systems.html#featured-listings:featured
featured_listings,featured-listings,post_type,enum,False,field_class_mapped,.igp-pro-card-grid,02-listing-card-systems.html#featured-listings:default; 02-listing-card-systems.html#featured-listings:grid; 02-listing-card-systems.html#featured-listings:carousel-safe; 02-listing-card-systems.html#featured-listings:list; 02-listing-card-systems.html#featured-listings:featured
featured_listings,featured-listings,items,relationship,False,field_class_mapped,.igp-pro-card,02-listing-card-systems.html#featured-listings:default; 02-listing-card-systems.html#featured-listings:grid; 02-listing-card-systems.html#featured-listings:carousel-safe; 02-listing-card-systems.html#featured-listings:list; 02-listing-card-systems.html#featured-listings:featured
featured_listings,featured-listings,layout,enum,False,field_class_mapped,.igp-pro-card-grid--grid | .igp-pro-card-grid--slider | .igp-pro-card-grid--list,02-listing-card-systems.html#featured-listings:default; 02-listing-card-systems.html#featured-listings:grid; 02-listing-card-systems.html#featured-listings:carousel-safe; 02-listing-card-systems.html#featured-listings:list; 02-listing-card-systems.html#featured-listings:featured
featured_listings,featured-listings,columns,number,False,field_class_mapped,.igp-pro-card-grid,02-listing-card-systems.html#featured-listings:default; 02-listing-card-systems.html#featured-listings:grid; 02-listing-card-systems.html#featured-listings:carousel-safe; 02-listing-card-systems.html#featured-listings:list; 02-listing-card-systems.html#featured-listings:featured
featured_listings,featured-listings,limit,number,False,field_class_mapped,.igp-pro-card-grid,02-listing-card-systems.html#featured-listings:default; 02-listing-card-systems.html#featured-listings:grid; 02-listing-card-systems.html#featured-listings:carousel-safe; 02-listing-card-systems.html#featured-listings:list; 02-listing-card-systems.html#featured-listings:featured
featured_listings,featured-listings,show_excerpt,boolean,False,field_class_mapped,.igp-pro-card__excerpt,02-listing-card-systems.html#featured-listings:default; 02-listing-card-systems.html#featured-listings:grid; 02-listing-card-systems.html#featured-listings:carousel-safe; 02-listing-card-systems.html#featured-listings:list; 02-listing-card-systems.html#featured-listings:featured
featured_listings,featured-listings,show_price,boolean,False,field_class_mapped,.igp-pro-card__price,02-listing-card-systems.html#featured-listings:default; 02-listing-card-systems.html#featured-listings:grid; 02-listing-card-systems.html#featured-listings:carousel-safe; 02-listing-card-systems.html#featured-listings:list; 02-listing-card-systems.html#featured-listings:featured
featured_listings,featured-listings,show_rating,boolean,False,field_class_mapped,.igp-pro-card__rating,02-listing-card-systems.html#featured-listings:default; 02-listing-card-systems.html#featured-listings:grid; 02-listing-card-systems.html#featured-listings:carousel-safe; 02-listing-card-systems.html#featured-listings:list; 02-listing-card-systems.html#featured-listings:featured
featured_listings,featured-listings,image_ratio,enum,False,field_class_mapped,.igp-pro-card--ratio-landscape | .igp-pro-card--ratio-portrait | .igp-pro-card--ratio-square,02-listing-card-systems.html#featured-listings:default; 02-listing-card-systems.html#featured-listings:grid; 02-listing-card-systems.html#featured-listings:carousel-safe; 02-listing-card-systems.html#featured-listings:list; 02-listing-card-systems.html#featured-listings:featured
gallery,gallery,heading,object,False,semantic_heading_mapped,.igp-block__header | .igp-block__heading,03-visual-proof-local-context.html#gallery:default; 03-visual-proof-local-context.html#gallery:grid; 03-visual-proof-local-context.html#gallery:masonry-safe; 03-visual-proof-local-context.html#gallery:slider-safe
gallery,gallery,heading.text,string,False,field_class_mapped,.igp-block__heading | .igp-pro-block-title,03-visual-proof-local-context.html#gallery:default; 03-visual-proof-local-context.html#gallery:grid; 03-visual-proof-local-context.html#gallery:masonry-safe; 03-visual-proof-local-context.html#gallery:slider-safe
gallery,gallery,heading.level,enum,False,semantic_heading_mapped,.igp-block__heading--h2 | .igp-block__heading--h3 | .igp-block__heading--h4,03-visual-proof-local-context.html#gallery:default; 03-visual-proof-local-context.html#gallery:grid; 03-visual-proof-local-context.html#gallery:masonry-safe; 03-visual-proof-local-context.html#gallery:slider-safe
gallery,gallery,heading.eyebrow,string,False,field_class_mapped,.igp-block__eyebrow | .igp-pro-block-eyebrow,03-visual-proof-local-context.html#gallery:default; 03-visual-proof-local-context.html#gallery:grid; 03-visual-proof-local-context.html#gallery:masonry-safe; 03-visual-proof-local-context.html#gallery:slider-safe
gallery,gallery,heading.visible,boolean,False,semantic_heading_mapped,.igp-block__header | .igp-block__heading,03-visual-proof-local-context.html#gallery:default; 03-visual-proof-local-context.html#gallery:grid; 03-visual-proof-local-context.html#gallery:masonry-safe; 03-visual-proof-local-context.html#gallery:slider-safe
gallery,gallery,style,object,False,style_object_mapped,.igp-block--gallery,03-visual-proof-local-context.html#gallery:default; 03-visual-proof-local-context.html#gallery:grid; 03-visual-proof-local-context.html#gallery:masonry-safe; 03-visual-proof-local-context.html#gallery:slider-safe
gallery,gallery,style.variant,enum,False,style_class_mapped,.igp-variant--<schema variant>,03-visual-proof-local-context.html#gallery:default; 03-visual-proof-local-context.html#gallery:grid; 03-visual-proof-local-context.html#gallery:masonry-safe; 03-visual-proof-local-context.html#gallery:slider-safe
gallery,gallery,style.density,enum,False,style_class_mapped,.igp-density--compact | .igp-density--comfortable | .igp-density--spacious,03-visual-proof-local-context.html#gallery:default; 03-visual-proof-local-context.html#gallery:grid; 03-visual-proof-local-context.html#gallery:masonry-safe; 03-visual-proof-local-context.html#gallery:slider-safe
gallery,gallery,style.theme,enum,False,style_class_mapped,.igp-theme--default | .igp-theme--brand | .igp-theme--neutral | .igp-theme--light | .igp-theme--dark | .igp-theme--accent | .igp-theme--muted,03-visual-proof-local-context.html#gallery:default; 03-visual-proof-local-context.html#gallery:grid; 03-visual-proof-local-context.html#gallery:masonry-safe; 03-visual-proof-local-context.html#gallery:slider-safe
gallery,gallery,style.container,enum,False,style_class_mapped,.igp-container--narrow | .igp-container--default | .igp-container--wide | .igp-container--full,03-visual-proof-local-context.html#gallery:default; 03-visual-proof-local-context.html#gallery:grid; 03-visual-proof-local-context.html#gallery:masonry-safe; 03-visual-proof-local-context.html#gallery:slider-safe
gallery,gallery,style.surface,enum,False,style_class_mapped,.igp-surface--default | .igp-surface--flat | .igp-surface--elevated | .igp-surface--card | .igp-surface--tinted | .igp-surface--transparent,03-visual-proof-local-context.html#gallery:default; 03-visual-proof-local-context.html#gallery:grid; 03-visual-proof-local-context.html#gallery:masonry-safe; 03-visual-proof-local-context.html#gallery:slider-safe
gallery,gallery,style.media_position,enum,False,style_class_mapped,.igp-media-position--auto | .igp-media-position--left | .igp-media-position--right | .igp-media-position--top | .igp-media-position--bottom | .igp-media-position--background | .igp-media-position--none,03-visual-proof-local-context.html#gallery:default; 03-visual-proof-local-context.html#gallery:grid; 03-visual-proof-local-context.html#gallery:masonry-safe; 03-visual-proof-local-context.html#gallery:slider-safe
gallery,gallery,images,repeater,False,field_class_mapped,.igp-pro-gallery__grid | .igp-pro-gallery__item,03-visual-proof-local-context.html#gallery:default; 03-visual-proof-local-context.html#gallery:grid; 03-visual-proof-local-context.html#gallery:masonry-safe; 03-visual-proof-local-context.html#gallery:slider-safe
gallery,gallery,images[].url,string,False,field_class_mapped,.igp-pro-gallery__image,03-visual-proof-local-context.html#gallery:default; 03-visual-proof-local-context.html#gallery:grid; 03-visual-proof-local-context.html#gallery:masonry-safe; 03-visual-proof-local-context.html#gallery:slider-safe
gallery,gallery,images[].alt,string,False,field_class_mapped,.igp-pro-gallery__image,03-visual-proof-local-context.html#gallery:default; 03-visual-proof-local-context.html#gallery:grid; 03-visual-proof-local-context.html#gallery:masonry-safe; 03-visual-proof-local-context.html#gallery:slider-safe
gallery,gallery,images[].caption,string,False,field_class_mapped,.igp-pro-gallery__caption,03-visual-proof-local-context.html#gallery:default; 03-visual-proof-local-context.html#gallery:grid; 03-visual-proof-local-context.html#gallery:masonry-safe; 03-visual-proof-local-context.html#gallery:slider-safe
gallery,gallery,layout,enum,False,field_class_mapped,.igp-pro-gallery--grid | .igp-pro-gallery--masonry-safe | .igp-pro-gallery--slider-safe,03-visual-proof-local-context.html#gallery:default; 03-visual-proof-local-context.html#gallery:grid; 03-visual-proof-local-context.html#gallery:masonry-safe; 03-visual-proof-local-context.html#gallery:slider-safe
gallery,gallery,columns,number,False,field_class_mapped,.igp-pro-gallery--columns-2 | .igp-pro-gallery--columns-3 | .igp-pro-gallery--columns-4,03-visual-proof-local-context.html#gallery:default; 03-visual-proof-local-context.html#gallery:grid; 03-visual-proof-local-context.html#gallery:masonry-safe; 03-visual-proof-local-context.html#gallery:slider-safe
hero,hero,heading,object,True,semantic_heading_mapped,.igp-block__header | .igp-block__heading,01-foundation-conversion.html#hero:default; 01-foundation-conversion.html#hero:full-width; 01-foundation-conversion.html#hero:image-left; 01-foundation-conversion.html#hero:image-right; 01-foundation-conversion.html#hero:split-overlay; 01-foundation-conversion.html#hero:centered-minimal
hero,hero,heading.text,string,True,field_class_mapped,.igp-pro-hero__heading | .igp-block__heading,01-foundation-conversion.html#hero:default; 01-foundation-conversion.html#hero:full-width; 01-foundation-conversion.html#hero:image-left; 01-foundation-conversion.html#hero:image-right; 01-foundation-conversion.html#hero:split-overlay; 01-foundation-conversion.html#hero:centered-minimal
hero,hero,heading.level,enum,False,semantic_heading_mapped,.igp-block__heading--h2 | .igp-block__heading--h3 | .igp-block__heading--h4,01-foundation-conversion.html#hero:default; 01-foundation-conversion.html#hero:full-width; 01-foundation-conversion.html#hero:image-left; 01-foundation-conversion.html#hero:image-right; 01-foundation-conversion.html#hero:split-overlay; 01-foundation-conversion.html#hero:centered-minimal
hero,hero,heading.eyebrow,string,False,field_class_mapped,.igp-block__eyebrow | .igp-pro-block-eyebrow,01-foundation-conversion.html#hero:default; 01-foundation-conversion.html#hero:full-width; 01-foundation-conversion.html#hero:image-left; 01-foundation-conversion.html#hero:image-right; 01-foundation-conversion.html#hero:split-overlay; 01-foundation-conversion.html#hero:centered-minimal
hero,hero,heading.visible,boolean,False,semantic_heading_mapped,.igp-block__header | .igp-block__heading,01-foundation-conversion.html#hero:default; 01-foundation-conversion.html#hero:full-width; 01-foundation-conversion.html#hero:image-left; 01-foundation-conversion.html#hero:image-right; 01-foundation-conversion.html#hero:split-overlay; 01-foundation-conversion.html#hero:centered-minimal
hero,hero,style,object,False,style_object_mapped,.igp-block--hero,01-foundation-conversion.html#hero:default; 01-foundation-conversion.html#hero:full-width; 01-foundation-conversion.html#hero:image-left; 01-foundation-conversion.html#hero:image-right; 01-foundation-conversion.html#hero:split-overlay; 01-foundation-conversion.html#hero:centered-minimal
hero,hero,style.variant,enum,False,style_class_mapped,.igp-variant--<schema variant>,01-foundation-conversion.html#hero:default; 01-foundation-conversion.html#hero:full-width; 01-foundation-conversion.html#hero:image-left; 01-foundation-conversion.html#hero:image-right; 01-foundation-conversion.html#hero:split-overlay; 01-foundation-conversion.html#hero:centered-minimal
hero,hero,style.density,enum,False,style_class_mapped,.igp-density--compact | .igp-density--comfortable | .igp-density--spacious,01-foundation-conversion.html#hero:default; 01-foundation-conversion.html#hero:full-width; 01-foundation-conversion.html#hero:image-left; 01-foundation-conversion.html#hero:image-right; 01-foundation-conversion.html#hero:split-overlay; 01-foundation-conversion.html#hero:centered-minimal
hero,hero,style.theme,enum,False,style_class_mapped,.igp-theme--default | .igp-theme--brand | .igp-theme--neutral | .igp-theme--light | .igp-theme--dark | .igp-theme--accent | .igp-theme--muted,01-foundation-conversion.html#hero:default; 01-foundation-conversion.html#hero:full-width; 01-foundation-conversion.html#hero:image-left; 01-foundation-conversion.html#hero:image-right; 01-foundation-conversion.html#hero:split-overlay; 01-foundation-conversion.html#hero:centered-minimal
hero,hero,style.container,enum,False,style_class_mapped,.igp-container--narrow | .igp-container--default | .igp-container--wide | .igp-container--full,01-foundation-conversion.html#hero:default; 01-foundation-conversion.html#hero:full-width; 01-foundation-conversion.html#hero:image-left; 01-foundation-conversion.html#hero:image-right; 01-foundation-conversion.html#hero:split-overlay; 01-foundation-conversion.html#hero:centered-minimal
hero,hero,style.surface,enum,False,style_class_mapped,.igp-surface--default | .igp-surface--flat | .igp-surface--elevated | .igp-surface--card | .igp-surface--tinted | .igp-surface--transparent,01-foundation-conversion.html#hero:default; 01-foundation-conversion.html#hero:full-width; 01-foundation-conversion.html#hero:image-left; 01-foundation-conversion.html#hero:image-right; 01-foundation-conversion.html#hero:split-overlay; 01-foundation-conversion.html#hero:centered-minimal
hero,hero,style.media_position,enum,False,style_class_mapped,.igp-media-position--auto | .igp-media-position--left | .igp-media-position--right | .igp-media-position--top | .igp-media-position--bottom | .igp-media-position--background | .igp-media-position--none,01-foundation-conversion.html#hero:default; 01-foundation-conversion.html#hero:full-width; 01-foundation-conversion.html#hero:image-left; 01-foundation-conversion.html#hero:image-right; 01-foundation-conversion.html#hero:split-overlay; 01-foundation-conversion.html#hero:centered-minimal
hero,hero,subheading,string,False,field_class_mapped,.igp-pro-hero__subheading,01-foundation-conversion.html#hero:default; 01-foundation-conversion.html#hero:full-width; 01-foundation-conversion.html#hero:image-left; 01-foundation-conversion.html#hero:image-right; 01-foundation-conversion.html#hero:split-overlay; 01-foundation-conversion.html#hero:centered-minimal
hero,hero,background_image,image,False,field_class_mapped,.igp-pro-hero__media | .igp-pro-hero__image,01-foundation-conversion.html#hero:default; 01-foundation-conversion.html#hero:full-width; 01-foundation-conversion.html#hero:image-left; 01-foundation-conversion.html#hero:image-right; 01-foundation-conversion.html#hero:split-overlay; 01-foundation-conversion.html#hero:centered-minimal
hero,hero,cta,object,False,field_class_mapped,.igp-pro-hero__cta,01-foundation-conversion.html#hero:default; 01-foundation-conversion.html#hero:full-width; 01-foundation-conversion.html#hero:image-left; 01-foundation-conversion.html#hero:image-right; 01-foundation-conversion.html#hero:split-overlay; 01-foundation-conversion.html#hero:centered-minimal
hero,hero,cta.label,string,False,field_class_mapped,.igp-pro-hero__cta,01-foundation-conversion.html#hero:default; 01-foundation-conversion.html#hero:full-width; 01-foundation-conversion.html#hero:image-left; 01-foundation-conversion.html#hero:image-right; 01-foundation-conversion.html#hero:split-overlay; 01-foundation-conversion.html#hero:centered-minimal
hero,hero,cta.url,string,False,field_class_mapped,.igp-pro-hero__cta,01-foundation-conversion.html#hero:default; 01-foundation-conversion.html#hero:full-width; 01-foundation-conversion.html#hero:image-left; 01-foundation-conversion.html#hero:image-right; 01-foundation-conversion.html#hero:split-overlay; 01-foundation-conversion.html#hero:centered-minimal
hero,hero,enable_search,boolean,False,field_class_mapped,.igp-pro-hero__search | .igp-pro-hero__search-input | .igp-pro-hero__search-submit,01-foundation-conversion.html#hero:default; 01-foundation-conversion.html#hero:full-width; 01-foundation-conversion.html#hero:image-left; 01-foundation-conversion.html#hero:image-right; 01-foundation-conversion.html#hero:split-overlay; 01-foundation-conversion.html#hero:centered-minimal
icon_list,icon-list,heading,object,False,semantic_heading_mapped,.igp-block__header | .igp-block__heading,06-interactive-utility.html#icon-list:default; 06-interactive-utility.html#icon-list:grid; 06-interactive-utility.html#icon-list:compact; 06-interactive-utility.html#icon-list:cards
icon_list,icon-list,heading.text,string,False,field_class_mapped,.igp-block__heading | .igp-pro-block-title,06-interactive-utility.html#icon-list:default; 06-interactive-utility.html#icon-list:grid; 06-interactive-utility.html#icon-list:compact; 06-interactive-utility.html#icon-list:cards
icon_list,icon-list,heading.level,enum,False,semantic_heading_mapped,.igp-block__heading--h2 | .igp-block__heading--h3 | .igp-block__heading--h4,06-interactive-utility.html#icon-list:default; 06-interactive-utility.html#icon-list:grid; 06-interactive-utility.html#icon-list:compact; 06-interactive-utility.html#icon-list:cards
icon_list,icon-list,heading.eyebrow,string,False,field_class_mapped,.igp-block__eyebrow | .igp-pro-block-eyebrow,06-interactive-utility.html#icon-list:default; 06-interactive-utility.html#icon-list:grid; 06-interactive-utility.html#icon-list:compact; 06-interactive-utility.html#icon-list:cards
icon_list,icon-list,heading.visible,boolean,False,semantic_heading_mapped,.igp-block__header | .igp-block__heading,06-interactive-utility.html#icon-list:default; 06-interactive-utility.html#icon-list:grid; 06-interactive-utility.html#icon-list:compact; 06-interactive-utility.html#icon-list:cards
icon_list,icon-list,style,object,False,style_object_mapped,.igp-block--icon-list,06-interactive-utility.html#icon-list:default; 06-interactive-utility.html#icon-list:grid; 06-interactive-utility.html#icon-list:compact; 06-interactive-utility.html#icon-list:cards
icon_list,icon-list,style.variant,enum,False,style_class_mapped,.igp-variant--<schema variant>,06-interactive-utility.html#icon-list:default; 06-interactive-utility.html#icon-list:grid; 06-interactive-utility.html#icon-list:compact; 06-interactive-utility.html#icon-list:cards
icon_list,icon-list,style.density,enum,False,style_class_mapped,.igp-density--compact | .igp-density--comfortable | .igp-density--spacious,06-interactive-utility.html#icon-list:default; 06-interactive-utility.html#icon-list:grid; 06-interactive-utility.html#icon-list:compact; 06-interactive-utility.html#icon-list:cards
icon_list,icon-list,style.theme,enum,False,style_class_mapped,.igp-theme--default | .igp-theme--brand | .igp-theme--neutral | .igp-theme--light | .igp-theme--dark | .igp-theme--accent | .igp-theme--muted,06-interactive-utility.html#icon-list:default; 06-interactive-utility.html#icon-list:grid; 06-interactive-utility.html#icon-list:compact; 06-interactive-utility.html#icon-list:cards
icon_list,icon-list,style.container,enum,False,style_class_mapped,.igp-container--narrow | .igp-container--default | .igp-container--wide | .igp-container--full,06-interactive-utility.html#icon-list:default; 06-interactive-utility.html#icon-list:grid; 06-interactive-utility.html#icon-list:compact; 06-interactive-utility.html#icon-list:cards
icon_list,icon-list,style.surface,enum,False,style_class_mapped,.igp-surface--default | .igp-surface--flat | .igp-surface--elevated | .igp-surface--card | .igp-surface--tinted | .igp-surface--transparent,06-interactive-utility.html#icon-list:default; 06-interactive-utility.html#icon-list:grid; 06-interactive-utility.html#icon-list:compact; 06-interactive-utility.html#icon-list:cards
icon_list,icon-list,style.media_position,enum,False,style_class_mapped,.igp-media-position--auto | .igp-media-position--left | .igp-media-position--right | .igp-media-position--top | .igp-media-position--bottom | .igp-media-position--background | .igp-media-position--none,06-interactive-utility.html#icon-list:default; 06-interactive-utility.html#icon-list:grid; 06-interactive-utility.html#icon-list:compact; 06-interactive-utility.html#icon-list:cards
icon_list,icon-list,items,repeater,False,field_class_mapped,.igp-pro-icon-list__items,06-interactive-utility.html#icon-list:default; 06-interactive-utility.html#icon-list:grid; 06-interactive-utility.html#icon-list:compact; 06-interactive-utility.html#icon-list:cards
icon_list,icon-list,items[].icon,string,False,field_class_mapped,.igp-pro-icon-list__icon,06-interactive-utility.html#icon-list:default; 06-interactive-utility.html#icon-list:grid; 06-interactive-utility.html#icon-list:compact; 06-interactive-utility.html#icon-list:cards
icon_list,icon-list,items[].text,string,False,field_class_mapped,.igp-pro-icon-list__item strong,06-interactive-utility.html#icon-list:default; 06-interactive-utility.html#icon-list:grid; 06-interactive-utility.html#icon-list:compact; 06-interactive-utility.html#icon-list:cards
icon_list,icon-list,items[].description,text,False,field_class_mapped,.igp-pro-icon-list__body,06-interactive-utility.html#icon-list:default; 06-interactive-utility.html#icon-list:grid; 06-interactive-utility.html#icon-list:compact; 06-interactive-utility.html#icon-list:cards
icon_list,icon-list,columns,number,False,field_class_mapped,.igp-pro-icon-list--columns-2 | .igp-pro-icon-list--columns-3 | .igp-pro-icon-list--columns-4,06-interactive-utility.html#icon-list:default; 06-interactive-utility.html#icon-list:grid; 06-interactive-utility.html#icon-list:compact; 06-interactive-utility.html#icon-list:cards
inclusions_exclusions,inclusions-exclusions,heading,object,True,semantic_heading_mapped,.igp-block__header | .igp-block__heading,04-journey-logistics.html#inclusions-exclusions:default; 04-journey-logistics.html#inclusions-exclusions:two-column; 04-journey-logistics.html#inclusions-exclusions:compact; 04-journey-logistics.html#inclusions-exclusions:cards
inclusions_exclusions,inclusions-exclusions,heading.text,string,True,field_class_mapped,.igp-block__heading | .igp-pro-block-title,04-journey-logistics.html#inclusions-exclusions:default; 04-journey-logistics.html#inclusions-exclusions:two-column; 04-journey-logistics.html#inclusions-exclusions:compact; 04-journey-logistics.html#inclusions-exclusions:cards
inclusions_exclusions,inclusions-exclusions,heading.level,enum,False,semantic_heading_mapped,.igp-block__heading--h2 | .igp-block__heading--h3 | .igp-block__heading--h4,04-journey-logistics.html#inclusions-exclusions:default; 04-journey-logistics.html#inclusions-exclusions:two-column; 04-journey-logistics.html#inclusions-exclusions:compact; 04-journey-logistics.html#inclusions-exclusions:cards
inclusions_exclusions,inclusions-exclusions,heading.eyebrow,string,False,field_class_mapped,.igp-block__eyebrow | .igp-pro-block-eyebrow,04-journey-logistics.html#inclusions-exclusions:default; 04-journey-logistics.html#inclusions-exclusions:two-column; 04-journey-logistics.html#inclusions-exclusions:compact; 04-journey-logistics.html#inclusions-exclusions:cards
inclusions_exclusions,inclusions-exclusions,heading.visible,boolean,False,semantic_heading_mapped,.igp-block__header | .igp-block__heading,04-journey-logistics.html#inclusions-exclusions:default; 04-journey-logistics.html#inclusions-exclusions:two-column; 04-journey-logistics.html#inclusions-exclusions:compact; 04-journey-logistics.html#inclusions-exclusions:cards
inclusions_exclusions,inclusions-exclusions,style,object,False,style_object_mapped,.igp-block--inclusions-exclusions,04-journey-logistics.html#inclusions-exclusions:default; 04-journey-logistics.html#inclusions-exclusions:two-column; 04-journey-logistics.html#inclusions-exclusions:compact; 04-journey-logistics.html#inclusions-exclusions:cards
